MSOA11CD,Proportion,Extent,Score,Proportion_Decile,Extent_Decile,Score_Decile
E02001809,0,0.4410301345744724,22.027280935418922,1,5,7
E02001810,0,0.3384622457611534,22.271988935476354,1,4,7
E02001811,0,0.1486173845984356,39.488710146524184,1,1,9
E02001812,0.2857142857142857,0.4907306696167784,12.547276004321775,4,6,3
E02001813,0,0.13898575271495467,47.06562518680881,1,1,10
E02001814,0,0.26664603339244486,29.227667037507945,1,3,8
E02001815,0.14285714285714285,0.5308410323073194,16.091763010879152,2,7,5
E02001816,0,0.42418121483191457,39.431202856730636,1,5,9
E02001817,0,0.28959627329192544,29.84691102484472,1,3,8
E02001818,0,0.2846338948092128,27.47849581757763,1,3,8
E02001819,0.2,0.5820379527657318,12.357335506816835,3,8,3
E02001820,0,0.4115384615384615,27.160383698268944,1,5,8
E02001821,0,0.4945150618143827,17.988713216089153,1,6,5
E02001822,0,0.21150253536162264,24.246224979983985,1,2,7
E02001823,0,0.2672108843537415,30.423101496598637,1,3,8
E02001824,0,0.302135025966532,28.59023358338142,1,3,8
E02001825,0,0.2108185053380783,30.829079288256228,1,1,8
E02001826,0,0.2444024425705147,42.31839095667345,1,2,10
E02001827,0.25,0.32183968941519525,13.386961668545657,3,4,4
E02001828,0.5,0.6028675933244844,12.55663941626523,4,8,3
E02001829,1,0.8886212218726164,5.984081182065217,6,10,1
E02001830,0.5,0.5460017094301713,8.740283770958557,4,7,2
E02001831,0,0.4681767655878399,26.305291257367386,1,6,7
E02001832,0.4,0.6261476034295749,10.412341756624143,4,8,3
E02001833,0,0.523993995360051,16.403575972342267,1,7,5
E02001834,0,0.2341566460838479,38.33092362690933,1,2,9
E02001835,0,0.4785060377382767,16.01593008189708,1,6,5
E02001836,0.16666666666666666,0.3164768329094327,12.990306314276236,2,3,4
E02001837,0,0.44154309154656785,61.66285214191357,1,5,10
E02001838,0.4,0.5452356221680027,9.549322913907286,4,7,2
E02001839,0,0.5789953196337675,27.95074427659243,1,7,8
E02001840,0,0.34849521243213055,55.87451635488459,1,4,10
E02001841,0.75,0.8631954822523525,7.9576267423851315,5,10,2
E02001842,0,0.6826247363483093,22.482167671893848,1,9,7
E02001843,0,0.9421932408340439,23.853830780559647,1,10,7
E02001844,0,0.1730964467005076,23.512721319796952,1,1,7
E02001845,0,0.9484082279276786,23.37134480012741,1,10,7
E02001846,0,0.2743120097341238,43.004871741269056,1,3,10
E02001847,0,0.6364351896074123,18.880484573502724,1,8,6
E02001848,0,0.2391782831988261,47.68990814380044,1,2,10
E02001849,0,0.21763888888888888,48.66268513888889,1,2,10
E02001850,0,0.3918477225394031,27.585477093995753,1,5,8
E02001851,0,0.318158221051445,31.92557817607936,1,3,9
E02001852,0,0.21148786904413913,40.47747588424438,1,2,9
E02001854,0,0.36493699985842665,34.8290444472909,1,4,9
E02001855,0,0.1277839363095838,54.85841136752999,1,1,10
E02001856,0,0.19178671253493873,42.55645947108149,1,1,10
E02001857,0,0.09393674391488122,53.04744082495263,1,1,10
E02001858,0,0.2404066600493875,39.82689558417663,1,2,9
E02001859,0,0.505777715197597,42.69027757439219,1,6,10
E02001860,0,0.3072866870321572,45.007463225520596,1,3,10
E02001861,0,0.2785184238103117,49.574672382585504,1,3,10
E02001862,0,0.14899605929817977,44.28300112591481,1,1,10
E02001863,0,0.4101005087479836,58.4343515324482,1,5,10
E02001864,0,0.2702276707530648,56.57795218914185,1,3,10
E02001865,0,0.42349309157763415,50.21739627517377,1,5,10
E02001866,0,0.3929266338560147,59.79944569074053,1,5,10
E02001867,0,0.24166896171853483,56.75268438446709,1,2,10
E02001868,0,0.39287292690506054,29.185703039580144,1,5,8
E02001869,0,0.45756603404421836,56.24765338289963,1,6,10
E02001870,0,0.16229805473128917,43.04602522255193,1,1,10
E02001871,0,0.20253937248199244,51.06661775119033,1,1,10
E02001872,0,0.5287309917911452,49.92059076840264,1,7,10
E02001873,0,0.18727758007117437,52.652429270462626,1,1,10
E02001874,0,0.46660011791188766,57.380557942973525,1,6,10
E02001875,0,0.1961811619513331,48.647097333799046,1,1,10
E02001876,0,0.421170495299021,38.50601112338858,1,5,9
E02001877,0,0.2851309969377339,53.62958795508676,1,3,10
E02001878,0,0.16157158234660926,51.104698923573736,1,1,10
E02001879,0,0.3233346799762718,47.7026494364555,1,4,10
E02001880,0,0.37429368528354523,56.868359938837926,1,4,10
E02001881,0,0.3099999480387215,55.48702705104157,1,3,10
E02001882,0,0.40147523709167543,42.66767521367522,1,5,10
E02001883,0,0.35343738612899306,52.325823272197255,1,4,10
E02001884,0,0.3072427929119281,50.31670371859296,1,3,10
E02001886,0,0.5585824393292366,30.685066347255493,1,7,8
E02001888,0,0.21411483253588517,49.52672966507177,1,2,10
E02001889,0,0.3620235778871466,46.9927710884743,1,4,10
E02001890,0.16666666666666666,0.22275664121251396,25.179279426628685,2,2,7
E02001892,0,0.2533632064716321,50.990872763232254,1,2,10
E02001893,0,0.2585459560324949,33.045372328996066,1,3,9
E02001895,0,0.16742503791856259,50.08355606113639,1,1,10
E02001896,0,0.3528607210045063,49.49154634247714,1,4,10
E02001897,0,0.2119179847456075,68.44482873477504,1,2,10
E02001898,0,0.6790467268494861,20.895755278163048,1,9,6
E02001899,0,0.6157234636323828,15.447186390165156,1,8,5
E02001900,0,0.4594407530454042,33.80861088039867,1,6,9
E02001901,0,0.37114620311776503,16.517912267839684,1,4,5
E02001902,0,0.7057772396282859,27.668405031046014,1,9,8
E02001903,0,0.3448548812664908,57.53814577836412,1,4,10
E02001904,0,0.3283869911677022,42.87594917946004,1,4,10
E02001905,0,0.7037037037037037,14.78592517580872,1,9,4
E02001906,0,0.22477328587168402,27.806914224369297,1,2,8
E02001907,0,0.32517478974566827,26.921134664099707,1,4,8
E02001908,0,0.6867077841712271,51.570523459266695,1,9,10
E02001909,0,0.18244468625317373,58.06834856728329,1,1,10
E02001910,0,0.6008577753182069,57.337741283895966,1,8,10
E02001911,0,0.19461444308445533,48.570368421052635,1,1,10
E02001913,0,0.7640449438202247,30.0084486721144,1,9,8
E02001914,0,0.27502416953478476,34.215503012490814,1,3,9
E02001915,0,0.16726240501453232,32.04201987691284,1,1,9
E02001916,0,0.4401808358143125,43.7787810122395,1,5,10
E02001918,0,0.34080666967102297,37.02761852185669,1,4,9
E02001919,0,0.42274942740075605,30.420324800481858,1,5,8
E02001920,0,0.17487555671993713,45.96022714173435,1,1,10
E02001921,0,0.23185637891520244,40.58383906289788,1,2,9
E02001922,0,0.6615910342609808,17.068457265257393,1,8,5
E02001923,0,0.1693793103448276,33.81660763218391,1,1,9
E02001924,0,0.3701392340125366,33.786440907706364,1,4,9
E02001925,0,0.3965930274064966,22.217021100226074,1,5,7
E02001926,0,0.5463352539193355,27.77746683639287,1,7,8
E02001927,0,0.18742768993443887,45.33066370998843,1,1,10
E02001928,0,0.3653336247086247,39.98599460955711,1,4,9
E02001929,0,0.41080537839402254,49.78923882554737,1,5,10
E02001930,0,0.401059996815033,23.15823335854766,1,5,7
E02001931,0,0.4889439740987095,24.338533796353715,1,6,7
E02001932,0,0.2627429658828327,46.09453921435368,1,3,10
E02001933,0,0.20734370734370736,38.19408667758668,1,1,9
E02001934,0,0.6405973350715497,20.02554622695852,1,8,6
E02001935,0,0.1914488708449632,27.293292438467393,1,1,8
E02001936,0,0.530335694487219,20.044099168463198,1,7,6
E02001937,0,0.19801859099804306,47.27721636497065,1,1,10
E02001938,0,0.22061542993726524,24.823130136114997,1,2,7
E02001939,0,0.23333910334083435,38.32352795568634,1,2,9
E02001941,0,0.5044390637610977,49.34359063761097,1,6,10
E02001942,0,0.5791255685992528,29.409335610335614,1,7,8
E02001943,0,0.4993037289184589,32.86549930372892,1,6,9
E02001944,0,0.5435704763059023,29.70629208580778,1,7,8
E02001945,0,0.22406533112160265,50.82705946152865,1,2,10
E02001946,0,0.4018421052631579,23.923424605263158,1,5,7
E02001947,0,0.25207582641391196,62.73119128936237,1,2,10
E02001948,0,0.16917945296864575,26.54300707138092,1,1,8
E02001949,0,0.447023337849237,41.06218504128218,1,6,10
E02001950,0,0.37874882849109653,25.66135426429241,1,4,7
E02001951,0,0.1646525679758308,57.78584499186614,1,1,10
E02001952,0,0.26475163559841974,53.20501536115045,1,3,10
E02001953,0,0.24196833001261125,24.579648943711895,1,2,7
E02001954,0,0.24491712444574212,59.237623919494254,1,2,10
E02001955,0,0.23929731325656922,38.90460008857396,1,2,9
E02001956,0,0.5118146564814166,28.836474478473146,1,7,8
E02001957,0,0.39795788130185067,21.744332865347797,1,5,7
E02001958,0,0.3481180162712135,29.341627927585765,1,4,8
E02001959,0,0.8956169233054414,19.37657792411414,1,10,6
E02001961,0,0.2958225757152054,45.04767836401828,1,3,10
E02001962,0,0.2458263133711135,37.150132026344004,1,2,9
E02001963,0,0.6083059476578863,20.85058346813329,1,8,6
E02001964,0,0.1546027185324345,56.78659796662615,1,1,10
E02001965,0,0.26417011533022844,17.989435173773725,1,3,5
E02001966,0,0.48484430972719755,39.916627307798294,1,6,9
E02001967,0,0.4427423372094833,13.232419550428867,1,5,4
E02001968,0,0.6418631037052089,28.05006911196911,1,8,8
E02001969,0,0.24387769888421967,35.82668975510795,1,2,9
E02001970,0,0.5054115825896921,22.244565916955015,1,6,7
E02001971,0,0.5987900888932478,16.413979163137387,1,8,5
E02001972,0,0.6768060836501901,47.63947791055586,1,9,10
E02001973,0,0.5096096754210643,33.703216522318456,1,7,9
E02001974,0,0.7758241905200036,13.082531456448827,1,9,4
E02001975,0,0.5249376017362994,18.00305870224378,1,7,5
E02001976,0,0.19765040020655822,26.93344422927963,1,1,8
E02001977,0,0.39567714554372413,35.083006373732495,1,5,9
E02001978,0,0.22962751534180106,20.589285714285715,1,2,6
E02001979,0.5,0.5758774148319711,9.624419322205362,4,7,2
E02001980,1,0.9486429291524717,5.950085865257596,6,10,1
E02001981,0,0.4825829650161061,39.723481758933254,1,6,9
E02001982,0.5,0.5143494203058239,12.06436799255641,4,7,3
E02001983,0,0.5954516740366393,16.464183575489574,1,8,5
E02001984,0,0.3402957259059448,20.51565822407628,1,4,6
E02001985,0,0.21052631578947367,25.462086398792678,1,1,7
E02001986,0,0.18205445544554455,36.25015358910891,1,1,9
E02001987,0,0.8295658574834776,18.90210854363028,1,10,6
E02001988,0,0.309334894794913,26.734465152629642,1,3,8
E02001989,0,0.6157925044595695,17.683353076669956,1,8,5
E02001990,0.3333333333333333,0.6104019826545541,9.59685868301448,4,8,2
E02001991,0.16666666666666666,0.5442818312987564,11.831473552496872,2,7,3
E02001992,0,0.4984940280876755,35.39983311720698,1,6,9
E02001993,0.25,0.4086481404931127,30.364577780592857,3,5,8
E02001994,0.2,0.3377748785260963,15.775299316575932,3,4,5
E02001995,0,0.24367372783790003,21.888410315450148,1,2,7
E02001996,0,0.23529411764705882,54.45452773508453,1,2,10
E02001997,0.6,0.6174838636620994,8.33544706148794,5,8,2
E02001998,0.75,0.922512993809093,6.7045481968318175,5,10,1
E02001999,0.25,0.4247173450033378,11.574705657338434,3,5,3
E02002000,0,0.1839714430123831,31.79934975991913,1,1,8
E02002001,0,0.3790777659146203,25.197642001995344,1,4,7
E02002002,0.4,0.7048966923356778,8.157939084101383,4,9,2
E02002003,0,0.2256133973400123,22.168485789821545,1,2,7
E02002004,0,0.21326761689090182,33.84899040895164,1,2,9
E02002005,0,0.13493321258772922,47.100868009961516,1,1,10
E02002006,0,0.22034159101400216,29.820319741498693,1,2,8
E02002007,0.3333333333333333,0.43736274138583864,20.112023268884894,4,5,6
E02002008,0.6,0.6397171479080731,10.137672952268709,5,8,2
E02002009,0,0.25584838614154576,46.01217737636956,1,2,10
E02002010,0,0.3022760548382803,44.090087448422736,1,3,10
E02002011,0.5,0.6819184464228055,10.664342156003507,4,9,3
E02002012,0,0.22577597840755734,42.32734087481147,1,2,10
E02002013,0.6,0.5678468167357951,9.607706809487375,5,7,2
E02002014,0,0.22909289022064833,36.964228820484884,1,2,9
E02002015,0,0.22168284789644013,21.13997378640777,1,2,6
E02002016,0,0.2593823967447674,44.28763201111673,1,3,10
E02002017,0,0.3057254046943324,32.59505727840777,1,3,9
E02002018,0.6666666666666666,0.668694543720303,10.328512809039042,5,8,2
E02002019,0,0.29222757783961284,35.810347030819344,1,3,9
E02002020,0.3333333333333333,0.43155968330972805,12.865224662336324,4,5,4
E02002021,0,0.6969979288822962,42.54788686519543,1,9,10
E02002022,0,0.3740330834225872,32.178346780911575,1,4,9
E02002023,0,0.7304364183596689,15.412411023325811,1,9,5
E02002024,0,0.2587433415251806,25.299009362408157,1,3,7
E02002025,0,0.5390995338779117,24.01740135287486,1,7,7
E02002026,0.2,0.5046102693920731,14.647917444364682,3,6,4
E02002027,0.75,0.8341633231059712,6.9632572197309415,5,10,1
E02002028,0.25,0.38666490211208204,14.998359529491987,3,5,4
E02002029,0.25,0.5860753113975088,10.743691005471955,3,8,3
E02002030,0,0.21363996827914353,26.67061633624108,1,2,8
E02002031,0,0.4400034971148802,25.1213950166113,1,5,7
E02002032,0,0.5057178272565024,27.300476302159677,1,6,8
E02002033,0.2,0.3347579136472002,14.919095855254715,3,4,4
E02002034,0,0.19982405429181851,23.36226969963554,1,1,7
E02002035,0.5,0.5057138585099111,10.666604383116882,4,6,3
E02002036,0,0.25372217958557175,38.451902532617034,1,2,9
E02002037,0,0.2851644736842105,16.4123472972973,1,3,5
E02002038,0.16666666666666666,0.3442186407006352,23.743179372674106,2,4,7
E02002039,0.5,0.4910686305233469,13.31416499529928,4,6,4
E02002040,0.5,0.6765887621150779,7.304851148851149,4,9,1
E02002041,0.75,0.6592807385221072,14.038616637111076,5,8,4
E02002042,0.4,0.5031416845707521,8.792569298460034,4,6,2
E02002043,0,0.5467480736580906,35.08991157229867,1,7,9
E02002044,0,0.32004238972049276,28.851568154722482,1,4,8
E02002045,0,0.16045012011632317,30.64159957011,1,1,8
E02002046,0,0.3416886652367596,56.840890107976314,1,4,10
E02002047,0,0.3478001362889325,38.12934424980959,1,4,9
E02002048,0,1,15.818949477623576,1,10,5
E02002049,0,0.29585649423272736,32.35845861084681,1,3,9
E02002051,0,0.27056277056277056,50.909944985569986,1,3,10
E02002052,0,0.6439087688011826,39.028609629959874,1,8,9
E02002053,0,0.5252455933099138,21.025876845835796,1,7,6
E02002054,0,0.24557431314134393,22.483370170709794,1,2,7
E02002055,0,0.36269411810364427,36.73448867586643,1,4,9
E02002056,0,0.30692187847763186,51.183934342310266,1,3,10
E02002057,0,0.1566751700680272,39.938311011904766,1,1,9
E02002058,0,0.22110427407284217,30.95770430733411,1,2,8
E02002059,0,0.3374148407291475,37.25853995580924,1,4,9
E02002060,0,0.7024433179573275,45.65867931248065,1,9,10
E02002061,0,0.45692266017727406,42.4913212959838,1,6,10
E02002062,0,0.578478088224677,48.402742112482855,1,7,10
E02002063,0,0.5627433327762713,28.675926969169314,1,7,8
E02002064,0,0.3873845275429506,28.380450129533678,1,5,8
E02002065,0,0.3405989672546185,38.48266558183838,1,4,9
E02002066,0,0.26646469968387776,39.58755295047418,1,3,9
E02002067,0,0.48402081010776665,27.84405945745076,1,6,8
E02002068,0,0.2735588009223674,42.87401383551115,1,3,10
E02002069,0,0.23213213213213213,37.741642192192195,1,2,9
E02002070,0,0.19289978008168396,43.31685108388313,1,1,10
E02002071,0,0.20955223880597015,35.73120776119403,1,1,9
E02002072,0,0.6398215543554825,29.34212784691242,1,8,8
E02002073,0,0.32836755218346136,38.45490289873911,1,4,9
E02002074,0,0.21924019607843137,32.4885012254902,1,2,9
E02002075,0,0.2761473087818697,32.40994266288952,1,3,9
E02002076,0,0.38731419074877665,22.88776336441695,1,5,7
E02002077,0,0.14000385951370128,32.58313411810112,1,1,9
E02002078,0,0.48234362628661914,18.201147585114807,1,6,5
E02002079,0,0.3301206838752933,30.552593091621752,1,4,8
E02002080,0,0.23883211678832117,34.90598540145985,1,2,9
E02002081,0,0.530735455543359,16.609533113794367,1,7,5
E02002082,0,0.7030181513090232,44.556600617072334,1,9,10
E02002083,0.25,0.7208747743602449,10.790422663080028,3,9,3
E02002084,0,0.3000154249575814,43.05907743328706,1,3,10
E02002085,0,0.40602570591700754,39.58939523884597,1,5,9
E02002086,0,0.19296356129958714,50.10260779034285,1,1,10
E02002087,0,0.2831245880026368,46.509553394858266,1,3,10
E02002088,0,0.19091006538750133,47.57869332189945,1,1,10
E02002089,0,0.4655883704895426,21.665501284356537,1,6,6
E02002090,0,0.5850338592255042,15.850402207657813,1,8,5
E02002091,0,0.48151714973602044,14.699714130582326,1,6,4
E02002092,0,0.3864665911664779,22.964962910532275,1,5,7
E02002093,0.25,0.2578102189781022,17.908760729927007,3,3,5
E02002094,0.75,0.8367384525767544,5.080820963541667,5,10,1
E02002095,0.4,0.37473660862814684,12.593259288011533,4,4,3
E02002096,0.5,0.5411408341090477,9.765861892335941,4,7,2
E02002097,0.25,0.37798112993065813,13.213424190064794,3,4,4
E02002098,0.5,0.5285219216060137,12.464815531959191,4,7,3
E02002099,1,0.8915686289837172,4.882825040843606,6,10,1
E02002101,0,0.2765675976216077,16.946107211454514,1,3,5
E02002102,0.4,0.47030173916178886,10.611506508335237,4,6,3
E02002103,0.5,0.6721446179129006,9.9140013147083,4,8,2
E02002104,1,1,4.128407600717664,6,10,1
E02002105,1,0.8764509868421053,4.965307375,6,10,1
E02002106,0.8333333333333334,0.8499415387655621,4.842334167709637,6,10,1
E02002107,1,0.9470278847525317,4.263949356368563,6,10,1
E02002108,0.8333333333333334,0.8502032520325203,4.410787804878049,6,10,1
E02002109,1,0.9290608705967356,5.7195860055322205,6,10,1
E02002110,0,0.26394849785407726,21.63192775393419,1,3,6
E02002111,0,0.28462164361269326,35.31977217249796,1,3,9
E02002112,0,0.4081860018058427,18.87057166574433,1,5,6
E02002113,0,0.5425343906389768,24.91733486449242,1,7,7
E02002114,0,0.26663314898609014,18.80553410423999,1,3,6
E02002115,0,0.26873423356581094,35.74110372458822,1,3,9
E02002116,0.4,0.5241054336622,14.118133117361213,4,7,4
E02002117,0.5,0.44556451612903225,29.100179280397022,4,6,8
E02002118,0,0.15862255965292843,43.579751220173534,1,1,10
E02002119,0.25,0.23753369272237196,22.539287398921832,3,2,7
E02002120,0,0.4698427975617581,20.531244786653833,1,6,6
E02002121,0,0.2617146301039626,51.4741069760434,1,3,10
E02002122,0,0.2929980792736162,55.52079395844247,1,3,10
E02002123,0,0.2112438725490196,31.14328293504902,1,2,8
E02002124,0.25,0.4979120895489041,21.31918551011745,3,6,6
E02002125,0,0.8161057484012962,28.82345258478762,1,10,8
E02002126,0,0.4601485600794439,53.91636679245283,1,6,10
E02002127,0,0.23495082432864262,50.262610636384075,1,2,10
E02002128,0,0.31856559738762963,27.53626660583942,1,3,8
E02002129,0,0.42542553095630703,24.9784863893169,1,5,7
E02002130,0,0.2528500438468284,41.25240836012862,1,2,10
E02002131,0.6,0.5589925425731144,9.269684606555288,5,7,2
E02002132,0,0.25781008351376433,36.91561413547788,1,2,9
E02002133,0,0.23417341734173416,34.0509899489949,1,2,9
E02002134,0,0.33262209577999047,41.41561144261144,1,4,10
E02002135,0,0.3445075315473657,44.89034776937125,1,4,10
E02002136,0,0.22080060805675197,34.943390043070686,1,2,9
E02002137,1,1,4.970100735529261,6,10,1
E02002138,0.25,0.23240189341884257,20.91175981065812,3,2,6
E02002139,0,0.18956574799145734,45.63119882029899,1,1,10
E02002140,0,0.19227967953386743,45.58534644331148,1,1,10
E02002141,0.75,0.8623553564762971,7.391228459333032,5,10,1
E02002142,0,0.8403922108937264,41.332991128563116,1,10,10
E02002143,0,0.2867517584886687,41.39817802766444,1,3,10
E02002144,0.75,0.9304329371816639,8.433906777153004,5,10,2
E02002145,0,0.23404840484048406,43.633332508250824,1,2,10
E02002146,0,0.369845883192269,29.819752618607517,1,4,8
E02002147,0,0.47035831666420114,38.28356214102408,1,6,9
E02002148,0,0.5515327744466652,12.777969321378341,1,7,4
E02002149,0,0.18595796352947921,27.79844489553421,1,1,8
E02002150,0.25,0.20621074668527564,25.820349616189812,3,1,7
E02002151,0,0.24081287044877223,33.72533971210838,1,2,9
E02002152,0,0.24258064516129033,45.81085419354838,1,2,10
E02002153,0,0.19320652173913044,31.88416548913043,1,1,8
E02002154,0,0.25158227848101267,34.032388009845285,1,2,9
E02002155,0,0.22522378516624042,50.80121819053708,1,2,10
E02002156,0,0.18928744546776538,23.878525933107127,1,1,7
E02002157,0,0.5600804484779367,14.20970003915938,1,7,4
E02002158,0,0.4000816215480887,31.043901782070467,1,5,8
E02002159,0,0.2111883482290632,42.59275686858656,1,2,10
E02002160,0,0.4781825737636792,24.787458096689292,1,6,7
E02002161,0,0.24340399572975446,39.781920695439986,1,2,9
E02002162,0.2,0.4472925201189461,13.921900829711577,3,6,4
E02002163,0,0.1494388659184879,38.718890642139904,1,1,9
E02002164,0,0.28684497816593885,39.76326937772926,1,3,9
E02002165,0,0.3279428482494485,35.97852339933145,1,4,9
E02002166,0,0.17370228073882146,44.7255883160786,1,1,10
E02002167,0.25,0.2951975471428344,16.393893148204047,3,3,5
E02002168,0,0.38050164766237904,42.76227926004981,1,4,10
E02002169,0,0.836184971098266,12.883540809248556,1,10,4
E02002170,0,0.25855627902323525,37.78102898780295,1,3,9
E02002171,0,0.3600809607148447,37.41082900783996,1,4,9
E02002174,0,0.36910814439766704,17.31115519532288,1,4,5
E02002175,0,0.24372955288985823,49.731989094874585,1,2,10
E02002176,0.2,0.3843622482558905,25.56360734500461,3,5,7
E02002177,0,0.1600327432722808,40.736859510897375,1,1,9
E02002178,0,0.1973472170571464,18.54243324656006,1,1,6
E02002179,0,0.5147177095061927,14.79730448769503,1,7,4
E02002180,0,0.43466059514984645,24.86507831605015,1,5,7
E02002181,0,0.25210084033613445,39.437175565610865,1,2,9
E02002182,0,0.23651960784313725,31.606598958333336,1,2,8
E02002183,0.75,0.854564563701831,7.093616448326056,5,10,1
E02002184,0.625,0.6841396883929568,7.868931377009403,5,9,2
E02002185,0.75,0.6523057982737624,6.734071271744638,5,8,1
E02002186,0.125,0.2669443903468198,13.51127644156645,2,3,4
E02002187,1,1,5.036653384461488,6,10,1
E02002188,0.25,0.7278904679280619,12.736535321821036,3,9,3
E02002189,0,0.23722032893762038,34.11946273522003,1,2,9
E02002190,0,0.13654784550492102,44.764269043089904,1,1,10
E02002191,0,0.16117634833212097,49.526625480619344,1,1,10
E02002192,0.8,0.7075217368935535,7.5522699033344205,6,9,1
E02002193,0,0.40081762870242843,51.27033786021861,1,5,10
E02002194,0,0.40534246575342464,30.709439589041093,1,5,8
E02002195,0,0.9719017289199647,10.160447775323446,1,10,2
E02002196,0,0.7074073769683422,20.275930356027484,1,9,6
E02002197,0,0.4548835290346326,22.01840503045342,1,6,7
E02002198,0.2,0.45549474735396717,20.231689302209464,3,6,6
E02002199,0,0.47463111603415636,15.271877493324956,1,6,5
E02002200,0.16666666666666666,0.24191795802503607,20.841427497789567,2,2,6
E02002201,0.2857142857142857,0.25418088027290126,25.007837257675348,4,2,7
E02002202,0,0.294930762849465,32.05478943823252,1,3,9
E02002203,0,0.20287539936102236,39.56305404685836,1,1,9
E02002204,0.2857142857142857,0.26504816454048424,13.711761780786253,4,3,4
E02002205,0,0.3045754097755658,18.73655454272263,1,3,6
E02002206,0,0.24573738244561685,27.24843026877379,1,2,8
E02002207,0,0.6153840207996626,34.134222563417886,1,8,9
E02002208,0,0.4574346405228758,39.31940196078431,1,6,9
E02002209,0,0.20472322503008425,52.866652075812276,1,1,10
E02002210,0,0.27154826843017904,28.04916473255969,1,3,8
E02002211,0,0.6424125476946378,32.672113724405094,1,8,9
E02002212,0,0.47033579670685854,38.85073265914689,1,6,9
E02002213,0,0.6374729764038806,18.319789065926035,1,8,6
E02002214,0,0.26544776119402985,27.194806965174127,1,3,8
E02002215,0,0.28328335344210426,44.20617340435651,1,3,10
E02002216,0,0.23650843550246253,60.884425128366345,1,2,10
E02002217,0,0.5284031722849257,48.878548153438075,1,7,10
E02002218,0,0.1337401737691353,37.54326303268515,1,1,9
E02002219,0,0.27097815292949357,46.91590528798411,1,3,10
E02002220,0,0.2369028006589786,49.087217682591984,1,2,10
E02002221,0,0.09496272556260016,58.14821918762628,1,1,10
E02002222,0,0.35705654846219215,42.49987584835011,1,4,10
E02002223,0,0.25438484188964283,52.71457675073614,1,2,10
E02002224,0,0.22253363228699552,53.66500214872944,1,2,10
E02002225,0,0.1633955448524985,26.89372221553281,1,1,8
E02002226,0,0.5757341379989613,39.17038257910854,1,7,9
E02002227,0,0.5340530303030303,58.92167924242424,1,7,10
E02002228,0,0.3080369644357323,53.42603318398208,1,3,10
E02002229,0,0.39701948796331676,29.425606929053625,1,5,8
E02002230,0,0.467955529646902,56.20129061181434,1,6,10
E02002231,0,0.18747379708462328,35.02171223958333,1,1,9
E02002232,0,0.2534965034965035,52.98701209207459,1,2,10
E02002233,0,0.2631032744180835,53.63258456625864,1,3,10
E02002234,0,0.2736234671796105,68.44731882664101,1,3,10
E02002235,0,0.191542985158219,49.365431111733415,1,1,10
E02002236,0,0.32040239441303625,29.612253741270372,1,4,8
E02002237,0,0.16818020993041632,33.05392204269371,1,1,9
E02002238,0,0.25167678058128395,44.54048546790163,1,2,10
E02002239,0,0.37115013330881674,33.14436765652294,1,4,9
E02002240,0,0.31773761515773713,21.333715034147257,1,3,6
E02002241,0,0.2445570870462227,40.44263769808173,1,2,9
E02002242,0,0.7926895219700628,24.76451585845347,1,9,7
E02002243,0,0.2872988255763375,37.62905110917791,1,3,9
E02002244,0,0.483542106131236,19.452919676727692,1,6,6
E02002245,0,0.3120792819745699,48.2292945026178,1,3,10
E02002246,0.16666666666666666,0.370267085624509,11.520549420728527,2,4,3
E02002247,0,0.5668736100815419,17.146811673068715,1,7,5
E02002248,0,0.2090628218331617,42.60029132337797,1,1,10
E02002249,0,0.28259113007052133,50.63946276013143,1,3,10
E02002250,0,0.608290033065659,18.6407022909778,1,8,6
E02002251,0,0.2553699284009546,39.73953272201985,1,2,9
E02002252,0,0.47148980339479785,22.55578283062645,1,6,7
E02002253,0,0.20766849249821387,37.34102143367468,1,1,9
E02002254,0.25,0.4990681054994009,10.36144469381212,3,6,3
E02002255,0,0.3445138949240241,61.59822189762479,1,4,10
E02002256,0,0.4552153110047847,31.48178330675173,1,6,8
E02002257,0,0.27239981990094553,45.90945595077293,1,3,10
E02002258,0,0.5657850959882794,19.328897194188755,1,7,6
E02002259,0,0.36826548742448767,20.745666766691674,1,4,6
E02002260,0,0.34659345522170687,24.44172307364836,1,4,7
E02002261,0,0.48345815005814247,24.556579971181552,1,6,7
E02002262,0.2,0.28070153018328564,23.828874249201277,3,3,7
E02002263,0,0.5169645561950924,26.859866707058465,1,7,8
E02002264,0,0.8674860394698802,11.593982220294881,1,10,3
E02002265,0,0.25844653430860326,22.990259665621736,1,3,7
E02002266,0.5,0.49242810957971755,15.757542113323124,4,6,5
E02002267,0,0.25031242189452635,23.637511122219447,1,2,7
E02002268,0,0.23030208505197158,27.67972609717868,1,2,8
E02002269,0.16666666666666666,0.27612929097610944,15.57025320947709,2,3,5
E02002270,0.4,0.46914435389988357,11.627243538998835,4,6,3
E02002271,0,0.633638902423947,13.09497291695454,1,8,4
E02002272,0,0.26467133849521385,28.207813056072833,1,3,8
E02002273,0,0.7300961310864569,19.404712461917885,1,9,6
E02002274,0.25,0.6928792569659442,14.080340896358543,3,9,4
E02002275,0,0.17611905319896884,24.353164401218656,1,1,7
E02002276,0,0.1906906906906907,29.36985217035217,1,1,8
E02002277,0,0.23398160711593546,28.75499879390924,1,2,8
E02002278,0,0.4761761158021713,26.168354342581424,1,6,7
E02002279,0,0.2439528962444303,32.59512030553787,1,2,9
